placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
76841,1519960,5,OctySept,27/08/2021,The best place in the world! Wondering to death
76841,1267387,5,drlago,20/06/2021,"There are mostly campers who have the pitch all year round. The atmosphere is good, the facilities are new and clean. In the plots there is clean water and electricity, it can be charged without having to move the ac. They are about 69 m2, and access depends on the plot. Be careful with the trees that ours of 3.10 could touch on a branch."
76843,2978462,2,dennisbert,17/07/2023,"The operator is friendly and helpful. There is direct access from the beach. The campsite is characterized by long-term campers and is very noisy. There are two sanitary buildings, neither of which are really clean. The sanitary building in the back, where there are a few places for mobile campers, is also very narrow. Unfortunately, we didn't find peace and relaxation here. Too expensive for that."
76843,2303550,3,bili3,26/08/2022,"€37 for one night (a van and 3 people). The location of the campsite is good, it has access to the beach. The plots are large and shaded. The toilets are a bit cramped and the cleanliness here could be improved. It also has a bar inside."
76843,2139573,4,ReneMartinez,29/07/2022,"Different spaces, one for the fixed all crowded, and others with grass for passers-by. Very quiet nights, dogs allowed, beach next door. Restaurant with fantastic daily menu and only €9.5, breakfast they have croissants. Spectacular. AC, 2 dogs, 2 people €27"
76843,1877547,4,Will40,08/05/2022,"Transition period at the beginning of May 2022 for 10 days with fitted van. Staff and management very kind and available. The location is very correct, shaded with the possibility of water and electricity nearby. The beach with access is 50 m away as well as the snack bar and the restaurant. A more regular cleaning of the toilets would be necessary. We will come back with pleasure"
76843,1776731,4,olivier300,07/03/2022,"Not easy to find an affordable campsite in this beautiful region of Galicia. Here I recommend, friendly welcome, clean sanitary facilities, fair price. A stone's throw from the beach."
76843,1544044,1,influenser,03/09/2021,"Camping to NOT REPEAT !!!! a lot of lack of cleaning I do not know at all respect the covid measures, since there was nowhere gel and the employee and the boss some cool edges the only good thing that it has and that is why I give it a star is the beach with crystal clear waters"
76843,1463712,2,mserr386,16/08/2021,"It is very well located, the treatment is correct and in a beautiful environment, but unfortunately covid measures do not exist, everyone without a mask, hydroalcoholic ice dispensers at the entrance of empty bathrooms, very dirty services, showers without hot water and with bagged drains, and very very noisy encamped people."
76843,1456328,1,xavi_er,14/08/2021,"Regrettable experience. Noisy, dirty and poorly prepared campsite. The area for vans and caravans is a muddy field, without any delimitation and with a very unpleasant profile of campers. Very overrated area of Galicia, dirty beaches and oversaturated by noisy bathers who are not used to what it really means to go camping and the respect that this entails. I do not recommend it."
76843,1391438,4,BioTheFirst,01/08/2021,"Campsite with direct access to the beach. Cool beach bar in the immediate vicinity. Great excursion possibilities. Shower with hot water, but relatively narrow, as well as the toilets. Wet cells are well maintained. Martin fell into the thorn bush while biking. So watch out for all bikers! ;-)"
76843,1006948,5,AnxoCamper,27/08/2020,"It's not bad at all. And next to the paradisiacal Isla de Arousa. Of course, you must be lucky to be able to get under the vine to have shade as was our case. For the rest, I would repeat without a doubt."
76843,968443,5,tonymelenas,16/08/2020,"Very well located, beach 50 meters away, correct and very clean showers and services. the restaurant menu 100% recommended and inexpensive. Summer 2020 a camper with 3 people and 2 dogs, € 27 per day with electricity. We will be back"
76844,3238889,5,guzmansantosm,30/08/2023,"Excellent place, it is a spacious campsite with all the services, right next to the beach. The bathrooms and showers are spotless, and the reception staff are very friendly."
76844,3224563,5,maxounet29,27/08/2023,"You certainly have to do some maneuvering to park there, but this campsite is on a human scale, very clean, and has a very friendly welcome. The proximity to the beach (50m) is a big advantage. We paid €38/day for 1 van for 2 adults and electricity (high season) I recommend!"
76844,3189571,5,MikeLeBlue,20/08/2023,"We spent 2 very pleasant nights in this small family campsite. Warm and friendly welcome. Pitches in the shade, quiet and 200m from the beach. Impeccable toilets. Very popular with locals all year round and good atmosphere. Reservation by phone before required Excellent restaurant 200m up I highly recommend. 39€ for a van, 2 adults and electricity"
76844,3141135,5,Pifolet,13/08/2023,"We have spent 3 nights and everything was great. Although it was full to the brim, as there are a minority of permanent campers, it is very calm. My children were able to go to sleep at 10:00 p.m. without a problem. The managers are wonderful. The only drawback is that the plots were not very flat but it can be solved with some wedges. Highly recommended."
76844,3094163,5,eyenara,07/08/2023,We stayed one night in the middle of the high season with the van and it was an experience of 10. The campsite was very quiet and the facilities were impeccable. The owners were very friendly and even recommended places to eat that were a total success. If we come back we will repeat for sure!
76844,2979774,4,luisa115,17/07/2023,"€32 pitch for 2 adults. Beach at 50 meters, clean. Mercadona hypermarket in Sanxenxo at 8 kilometres."
