placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
89487,2293564,5,SoniaJc,24/08/2022,"A great place to sleep, walk and bathe. There are public showers along the river and picnic tables, we have slept very peacefully."
89487,2156974,4,Saoret,01/08/2022,"We spent the afternoon and evening. It is a narrow parking lot and very busy now in summer because it is next to the river and the public swimming pool. We give it 4 stars because even though there are no services, the place is clean and there are picnic tables and showers to cool off. Until 12 at night there was a lot of movement of cars and people in the picnic area, then we were able to rest well."
89487,1188855,4,CuniOrge,08/05/2021,"The setting is excellent. Parking is something else. It is a fairly narrow place where it is easy to get caught between cars. It has the advantage that the squares are not painted and I parked in a curb where the cars park in battery. My AC was the only one on the weekend (there was no space available, except at night) It is not very level either. I give a 4 because the place is great"
89487,994403,4,alirayo,23/08/2020,Next to the river and the pool. 25 minutes walk from the center of Orense. Very calm.
89487,328978,3,alxbec,12/08/2018,"Sports complex parking with water points and showers, stone tables, close to the river. Also restaurants nearby. We stayed on a Saturday night, it's a parking lot with lots of traffic until late at night, and it starts early in the morning. Add to that the garbage truck on Sunday morning."
89487,312565,5,Bruno44390,03/08/2018,Several bars and restaurants nearby as well as showers in the open air along the river. Very good place for a night.
89488,3184482,4,nereazm,20/08/2023,We slept last night. Much silence. It has water. Garbage cannot be left and there are no containers. There are picnic areas.
89488,2892822,5,yoa2703,25/06/2023,The site is great. We slept there one night. We had a hard time finding a place since there are many restrictions.
89488,2155042,4,Gregfit,01/08/2022,"When we passed, there was no trash can and the area was not maintained. Narrow passage in the city to come, to be excluded for large Motorhomes.. ⚠️ No network.. Despite everything, quiet night"
89488,1164960,5,dgablu,03/04/2021,"Great place to sleep! Very quiet, several vehicles enter and the stars are wonderful."
89488,880037,4,Maslejos,19/07/2020,Very quiet place to sleep. There is room for half a dozen vehicles. The road that passes by is very little traveled. No coverage.
89488,879368,5,falonso,18/07/2020,"We loved it. Very quiet, drinking water fountain and tables around a juniper. We did the night route with the kids and another route in the morning. You have the possibility of reaching Fuentona from here. A lot of people passed us by bike."
89488,439948,4,ArturoVitoria,14/03/2019,"Good site. Drinking water, picnic areas and barbecues. There are no containers, so it is somewhat neglected in terms of cleanliness."
89488,388625,4,Fernandofercu,06/10/2018,Great place for a stop and for the night There is no mobile coverage (At least movistar)
89488,367658,5,bulle63,08/09/2018,"Beautiful, very quiet, do not hesitate to go there"
89508,842911,1,kewanee_journey,30/06/2020,"Very difficult place to access and not at all like in the photos, I absolutely do not recommend"
89508,793653,4,lert,10/03/2020,"A small and uneven place, only for vans, a lot of firewood and a place for a fire, water in 1 meter, 3g norms, no one bothers, the police saw - did not say anything."
89508,427726,1,hedima,09/02/2019,"Site with good access for vans but once you get to the place there is no where to put the van, bad care, a lot of garbage, there is no flat access where to put you."
89511,2561482,5,OliverMeier,27/01/2023,I can sleep one night without problem. The police come but nothing is said. It is a place with a lot of sun and super quiet.
89511,946428,1,ignvioqrom,10/08/2020,"We spent the day and night without problem, but in the morning the port police came taking pictures of the parked motorhomes to report them. Parking is prohibited because it is a port."
89511,937979,5,lolivan,08/08/2020,"Small port without restrictions or parking problems and overnight. It is completely flat. We have slept very well and very calm. In addition to having fantastic views, beach next door, restaurants 5 minutes away. Perfect ."
89511,872525,4,PabloyBorja,16/07/2020,Perfect to spend the day and night. Next to 2 beaches. Restoration 5 min walk. It belongs to a small port. No problem parking. Shared with passenger cars that come to fish late in the day.
89511,622442,3,RAPIDO33240,12/08/2019,Possibility of parking to sleep arriving in the evening we with sunset fishermen lovers squid. Take the bridge and eat at the restaurant Muino.
89511,451358,5,startrek,09/04/2019,Perfect place to walk and go to the beach and have a drink. Perfect for overnight
89568,2963654,3,Gtudor,14/07/2023,we went by to see if we wanted to stay but didn't really feel like staying there. but it is flat and I imagine quiet. I can imagine it is fine for one night sleep and leave. drinking water tap at back of health centre
89568,697821,4,asturmano,20/09/2019,"Small fairly level area next to the Triacastela health center, pleasant to spend the night, although in the morning the doctor and the workers from the center come. Super quiet place, very close to a small park with a source of drinking water."
89617,1872626,5,GuyHomtel,06/05/2022,"A pleasant place. Certainly during the day walkers, often with their dog, walk around, but no one spends the night. Cows and horses quietly please in the meadow. You can also see storks. Ideal for one night."
89617,964898,5,krufki,15/08/2020,Very good area to sleep in tranquility and to be able to wake up next to grazing horses.
89617,708759,4,Unimog5000,30/09/2019,"In the evening many walkers with dogs, but very quiet at night. Easily accessible from the N-234, just follow the signs to Parque Valonsadero. There are no toilets directly at this parking lot, only a trash can"
89617,440770,4,ArturoVitoria,17/03/2019,"Any of the parkings that are in the area of Valonsadero, is fully recommended. Those who are far from the recreational area and bar, the quietest. There are many routes through the forest, and the route that leads to Pedrajas is advisable. To enjoy."
89617,379749,4,Alineetmarc,22/09/2018,Super location quiet and surrounded by nature. 4 stars only because people are lazy to put the papers in the big trash available.
89644,2521805,4,MaxWamsler,14/12/2022,"a bit slanted, the only drawback. But great view! don't be afraid of the wind at night, it's a bit strong."
89644,2476419,5,sfv,01/11/2022,Spectacular views. Space for about 6 or 7 motorhomes.
89644,2472498,5,NataliaFuente,30/10/2022,"We have had a great night. Road with little traffic on these dates. Beautiful sunset and sunrise. Please, do not show that you have been, leave it as you found it. So we can all continue to enjoy these wonders."
89644,2015427,5,rosaamarilla,27/06/2022,Nice place...impressive views...beautiful...at 17 degrees...what more could you ask for.
89644,1493581,4,luiland,21/08/2021,A place with nice views and great for walking on easy trails. Herds of cows and horses can be seen in the wild.
89644,1383038,5,jomateix,30/07/2021,"Excellent. Like all necks, windy, but other than that, it's a great place."
89644,1352378,4,aipife,22/07/2021,"Great, off the road but little traveled. Being at a high altitude, despite being a hot week in July, there was a lot of humidity that got into the car (luckily we were prepared). If you want to cook, there is probably wind."
89644,1159949,4,indycamper,28/03/2021,"Site with beautiful views, and close to several routes to do some trekking (perfect for a night pass or rest). A negative point is that it is very close to the road and depending on the time of year there can be a lot of car traffic that goes up to La Molina and the nearby ski lifts."
89644,1159600,4,Josep324,28/03/2021,"Good place, good views and quiet at night. Quite crowded during the day."
89644,460403,4,Amskorp31,20/04/2019,"Great view, flat parking, we slept very well."
89644,317262,5,osimarro,06/08/2018,"Spectacular !!! In the middle of the mountains, a super quiet place with lots of charm."
89645,3282454,5,evallespin,10/09/2023,"It is already renovated and you can sleep, confirmed as of September 9, 2023 with the security personnel who are there to enter the campsite, I hope they do not prohibit it soon. There are several caravans and vans. Access to the river beach where there is a bar. Very nice and well renovated place."
89645,2628787,1,Pampoum,29/03/2023,The area was under construction in January when I visited. No placement or accessible parking. I was still able to park at the entrance to the park with the permission of the guard. But there was only room for a motorhome and the U-turn was tight.
89645,2619816,1,Wunderkinder,22/03/2023,"Unfortunately, the place is completely closed due to construction work, no coming in and no standing possible. It's a shame, I wouldn't put myself on the square next to the campsite either, it wouldn't be okay. Unfortunately, after a long journey, we had to continue our journey."
89645,2534583,5,zigalpt,30/12/2022,"Went today and it was open. Amazing place for a piknik or to spend the night. Plenty of parking (just the entrance is a bit steep). Showers, Toilets, Playground, football field. Just next to the Science Museum."
89645,2438117,1,InnaVai,11/10/2022,"closed
no access
............."
89645,2175962,4,Laf_76620,04/08/2022,"Nice quiet place from 7 p.m. after the departure of the beach attendants. Outdoor showers to wash up in the morning. Toilets also, very clean, but closed at night. Overall very good spot."
89645,2112544,3,coroas,23/07/2022,"Quiet place to spend the night and during the day enjoy the river beach which is very close. There are no clean and dirty water services. The floor is dirt/sand, some holes. Ideal to be close to nature!"
89645,1980881,4,carrypana,15/06/2022,"We spent 2 nights, June 12th and 13th we arrived on Sunday and the park was very full, but overnight we only stayed 3 campervans and all with dogs. quiet place at night, during the day as it was very hot, the beach was full of people who left garbage everywhere and the bathrooms and kitchen were very dirty."
89645,1967162,4,BrunoMilitao,11/06/2022,Excellent place to stay overnight in June! There were only two campervans and plenty of space to enjoy. The sandwiches and hamburgers at Alojamento Local Olhos de Água are very good!
89645,1905454,4,LoboeNhola,21/05/2022,Excellent place to stay in May. We recommend a visit to the live science center and walks along the local trails.
89645,1802113,5,kmauser,31/03/2022,Was here alone on a Thursday in late March. There is even a cave and a small canyon. Above the Praia between the bat lounge and the creek you will find the entrance.
89645,912366,4,lifeaswevan,30/07/2020,Great spot to spend the night! Right now there are signs that forbid overnight but we didn’t notice them until the morning and nobody said anything... there were 4 other rv’s there plus a car with a tent (it was a sunday-monday)
89645,876900,5,jcgjpv,18/07/2020,"Due to the contingency plan of covid19, overnight stays are strictly prohibited. we can, however, stay overnight in Alcanena and come in the morning. park with lots of shadows and about 300m from the river beach."
89645,867239,4,ToInfinityAndBeyond,14/07/2020,Very refreshing river beach. Possibility to park in between the olive trees but not much shade. Bumpy access and plenty of potholes. At the moment is not allowed to stay for the night.
89645,819499,1,atos1,08/06/2020,Absolutely full on weekends! And then party until 2am :-( And on the way jeeps and dirtebiks. No thanks !!!
89645,813884,5,Ranger1T,31/05/2020,"Charming .. Quiet place, surrounding area to walk or do Btt. 10 stars"
89645,796426,5,pozdrozoVanie,18/03/2020,Lovely parking between olives trees. We were here 3 nights. Very quiet. There is a few ways if you want to walk and relax. Water is only available from the showers. There is no tap.
89645,648091,4,gagounette,21/08/2019,"Quiet enough, not bad for the night"
89645,642762,4,Truun,19/08/2019,"Not recommended for weekends in summer ... too many people and some dirt in the parking area. It has a path between mountains that reaches some grottos with bats and water areas, we did not find the entrance to the grotto, a couple from the town showed us everything beautiful about the place, they guided us great to continue visiting the area! We sleep peacefully, without noise and a lot of shade"
89645,506014,5,Vever64,06/06/2019,A great place for a quiet night.
89655,3285999,3,parkaspt,11/09/2023,Dog beach. Please note that it is not a sandy beach but a rocky one (take appropriate footwear).
89655,3235185,5,gusaez,29/08/2023,"I repeat so as not to have a scare like what happened to me. You have to enter from the national direction Villajoyosa. It is a narrow entrance. In any case, when you enter, if Maps takes you through a modern urbanization, turn around because the road is terrible and you can't even get through with a small van (pass with the bike). When you enter the place must seem “shabby” to you, then you are fine. The ideal beach with a dog atmosphere."
89655,3013194,5,Marimorena,24/07/2023,"We had a great weekend in July, it was not crowded, we went with our dog and it was great since there were many more dogs, all sociable. There were containers, the beach was clean, but there was no sign of the beach bar that they have put up in other years. Next to the beach and the fact that you can go with the dog is the best, I hope there are more coves/beaches like this"
