placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
86664,3139333,5,denislabruyere,13/08/2023,Ok for any type of CC. We spent a quiet evening + night. Swimming possible in the river. Equipped picnic area. In the top.
86664,3132764,5,JehanB,12/08/2023,Everything is in the description: great place!
86664,3122975,5,dacleme,11/08/2023,"We spent 3 nights and 2 days. Quiet nights not too crowded, the water is a bit chilly but pleasant. not too much shade view very nice and relaxing. Respect the cleanliness of the place thank you."
86664,3083937,5,welcom26,05/08/2023,ideal even for an 8m motorhome
86664,2947180,5,Ludmi44,10/07/2023,superb place. We went down the path a little further. Suddenly small spot landlocked between the hill and the river. top ! pay attention to the access with sometimes a little narrow paths.
86664,2892684,5,Travelcrazynl,25/06/2023,"what a perfect spot! bit of shade, flowing river to cool off in, perfect. lots of room! Flies are not really here, right now. Highly recommended place. Place is clean! and so beautiful.  we stayed 3 nights, no hassle at all."
86664,2523225,5,rachelpitard,17/12/2022,"Really a great spot we spent a night there without any noise for the first time in a long time, very relaxing. Indeed the road is a bit narrow but really passable."
86664,2516429,5,lenny.btv,08/12/2022,quiet spot
86664,2444903,5,PhilzBaerbel,15/10/2022,Lots of flies but super calm and clean. Please help to keep it like that. Access road very narrow and not for bigger camping cars
86664,2434202,4,clemebt,09/10/2022,"We spent one night there, the place was calm and friendly, possibility of swimming and paddle, a couple of otters were basking at sunset, quite a change of scenery, be careful though, steep road for large motorhomes and a lot of flies in the daytime"
86664,2416574,3,AdventureFam,01/10/2022,"Nice spot by the river, lots of flies as by the river worse in the evening."
86664,2297627,5,anidoc,25/08/2022,"We have spent one night, the site is beautiful and in the middle of nature. We were alone."
86664,2290720,4,thbost,23/08/2022,"Good spot for the night, locals enjoying the place in the evening, and local farmers in the morning."
86664,2225478,5,pige,12/08/2022,"Excellent spot, calm and beautiful with a great little trip to do sup or kayak in the company of otters and frogs."
86664,2204807,5,dacleme,09/08/2022,Perfect place to rest in peace with the song of frogs in the evening. we stayed there 2 days 2 nights. The water is excellent. Not too many people. Clean place to keep as well as calm ... thank you.
86664,2136139,4,PetraPetir,28/07/2022,"Perfect place to spend a night, surrounded by water and vineyards. We parked a little further from the banks and we were alone. At night only the frogs were heard and in the morning the church bells."
86664,2101454,5,lo33950,21/07/2022,"Very nice place, very quiet"
86664,2034869,5,malcolm34,03/07/2022,"At the top, we spent 2 days there, we were so good, right at the water's edge. We paddled on the river. If you want tranquility you will be served."
