placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
24908,3213038,5,carrascosad,24/08/2023,We do not sleep under the trees but in the parking lot where there is an area for caravans.
24908,3199392,5,ordeso,22/08/2023,"Very quiet place, among eucalyptus trees. Not on the pk of the beach, on the road or access to it. There are showers and restaurants. 20m walk from the center."
24908,3180557,5,Sarostra93,19/08/2023,"Very relaxed place to spend a few nights, quiet and surrounded by nature under the pines with great views. Easy access."
24908,3178724,5,Marioberja,19/08/2023,"Easy access, space and pleasant nature. A 20' walk from Navia along the promenade. We had dinner at Sidrería Antolín, highly recommended!"
24908,3174460,5,fanromn,18/08/2023,"Plenty of parking between trees, perfect for a picnic and a swim"
24908,3158337,5,dbarreira,16/08/2023,"We spent the night a lot of vans and AC, no problem. The Civil Guard passed by at midnight."
24908,3127942,5,AzulAbril,12/08/2023,"We stayed one night and wish we could have stayed more! The beach next to it is beautiful, the water is great. There is a lot of shade, we sleep a lot of vans and caravans and everything is super quiet and super clean. There are showers, bathrooms, a fountain with drinking water... Come on, a 10th place! I would repeat without hesitation."
24908,3120179,5,AnnaMoclo,11/08/2023,"We stayed in the eucalyptus forest area, the whole next morning the air conditioning smelled of eucalyptus, for that alone it deserves 5 stars. The place is very quiet and beautiful, we arrived late and the gambling dens did not bother us, we had dinner at the Antolín de Navia cider house, a 10 Just remember that it is not a camping area, there were many campers with tables, chairs and clothes lines, it is not good."
24908,3076819,4,Eu04,04/08/2023,"We park under the eucalyptus trees, quiet night. Very close to the beach and a very pleasant walk around the pool that is right in front. A highly recommended place to spend a couple of nights and visit the area."
24908,3067475,5,chity1,03/08/2023,"Paved and level parking. They fit about 6 AC. Next to a lake, a beach (dogs are prohibited), a park for children and several beach bars, cars pass by until 12:00-1:00 in the morning because of these. Before reaching the car park there is also an area where you can park under the trees. At 6:00 the garbage truck passes."
24908,3065819,5,luckyfamily31,02/08/2023,Perfect pitches very close to the beach and under eucalyptus trees. No services but taps to do the dishes if necessary. Games for children. Very calm.
24908,3063684,5,CharoGaray,02/08/2023,"Beautiful site with parking spaces for about 6 AC yesterday we were only 3 at night and we were alone during the day although there was more under the eucalyptus forest. There are beach bars but it was not particularly noisy. At night quiet. Parking next to the beach entrance, there are showers, there are clean toilets, there is a children's play area, swings, a zip line, forest. Highly recommended!"
24908,3059721,5,siggimueller,01/08/2023,"Very good parking lot, if you want you can stand under tall trees without sun. There are 8 parking spaces for RVs on the street with lots of sun :-) The beach is very nice and only a minute away ... can recommend with a clear conscience, a good place for children.."
24908,3010793,2,indina,24/07/2023,"The place is very good but a family of about 30 arrived and they looked like a mess, so we went to the one that is a little earlier. It has beach bars and is among eucalyptus trees."
24908,2991650,5,zucche,20/07/2023,"Very beautiful place. We pull into the trees before the car park at the end, which is quieter and has plenty of space. We stayed two nights very quiet, it is close to the beach, and a good walk around. And at night we went to the pasodoble bar, which has good music and cider! 5G Vodafone to work perfect"
24908,2962658,3,marzar,14/07/2023,Car park was currently closed due to white lining.  We didn't stop but it looks like they are possibly putting in dedicated spaces for motorhomes but not entirely sure.  Plenty of available parking in the surrounding area.
24908,2949465,5,malucars,11/07/2023,"Excellent place, beach 100 meters away, restaurants 40 meters away and playground 50 meters away, ideal with children, talk to the local police and if chairs, awning tables, etc. are not taken out, you can stay overnight"
24908,2855225,5,itchyfeetfiona,14/06/2023,"Wonderful couple of nights here. Toilets , beach and bar all nearby.  Peaceful. We are only van here tonight and only a few others last night ."
24908,2634166,1,AoifeRedmond,01/04/2023,5pm on a Saturday and people on quad bikes and cars doing doughnuts in the carpark spraying the van with gravel and stones.
24908,2575529,5,Alondra,12/02/2023,"As said, splendid next to a bar with light all night, a beautiful sunrise, surrounded by Ria and beach a grove of eucalyptus"
24908,2458124,4,JesusMarta,23/10/2022,"A good place to spend the night without restrictions, there are garbage containers and a bar right next to it, the GC passed by and they left without saying anything to us, right next to it there are some stairs that lead to a very nice viewpoint."
24908,2445090,5,zzak,15/10/2022,"20m from the beach, 20m from the restaurant bar, playground for children, beautiful walks to do in a wild environment. at the top this place. cc prohibited in summer, but no PB tonight."
24908,2337489,4,danimarga,04/09/2022,"Good place near the beach, very nice wooded area and games for children. Chiringuitos open without disturbing noise on this date and paved parking. We stayed one night and continued our journey."
24908,2243490,5,Jcri,15/08/2022,Good place to spend the day and night. Several beach bars and bathrooms during daytime. About 4 beach showers and 2 sources of drinking water. I liked the beach but bathing is complicated in this area because it is very exposed. Before reaching the beach bars on the right hand side there is a eucalyptus grove where there are several Furgos roll camping and it seems that there are no problems. Trash bins. a 10
24908,2220753,4,uprootedvan,12/08/2022,"Nice space but it had minimal 4G so we left. If you're not reliant on having phone signal, great spot!"
24908,2003224,4,DianaRios,23/06/2022,"Parking at the beach. We were alone in June, very quiet at night. The waves of the sea are heard perfectly."
24908,1669144,4,aston2,30/10/2021,Great place ... no problem.
24908,1667663,5,ViztorRivas,29/10/2021,"Highly recommended out of season! I was staying one night with my van and no problem. You can park practically on the beach, just a few meters from the sea, and there are plenty of places. Next door there are 2 or 3 beach bars, which is cool to be able to have a drink or dinner. Also, as I have gone at the end of October, they closed early and there was no annoying noise, only the waves of the sea"
24908,1614139,4,frannetpat,28/09/2021,Quiet night next to the small beach. Beautiful walk along the path along the estuary to the pleasant town.
24908,1368826,1,JJunior,26/07/2021,We went to spend the afternoon on the beach and around 6pm the police invited us to leave if we did not want to be fined. A shame as we will not be returning to this site.
24908,1349577,1,lauradel,22/07/2021,"The place is beautiful but I do not recommend it, unless you come wanting to party, music and groups of people until late."
24908,1346772,4,africabicho,21/07/2021,"I spent a night with my van among the trees that are just before reaching the beach bars. The place is very beautiful, there were 2 other vans staying overnight. The police passed by a couple of times and they didn't even look at us. The only bad thing is that the beach bar has a lot of atmosphere and cars do not stop passing continuously until quite late. Otherwise very good place to spend the night"
24908,1239883,4,Quicolas,06/06/2021,Beautiful area next to the beach. It is a pity that there are always many cars and the squares are small. There are several trails to the town and a walk along the river. Cool
24908,980095,4,adrianpallin,19/08/2020,"The parking enabled, with many cars, Right next to it between pine forests, there is a very cool area, also near the beach. The truth is that I really liked the site. If it happened again I would repeat. Black beach sand"
24908,887622,3,dasafru,21/07/2020,"Nice place, few places, watch out for cut logs when parking."
24908,883828,1,Amayajubileta,20/07/2020,Good place for small vans and small camper. Motorhomes a trick. According to how I got out. The site is cool.
24908,694405,4,patriciaboquet,17/09/2019,"Near the city 2 minutes. The snack serves us to eat at 15h, games children, place raised, tables of picnic. No service but upon arrival, there is a free point that is reported to drain and fill the water. The waitress tells us we can stay overnight"
24908,676532,5,nicolatapp,04/09/2019,"Beautiful place to wake up in, pine forest, beach, sea. Has toilets and a cafe. Lots of space to park."
24908,622018,5,RecOn,12/08/2019,Very good place! For 2 or 3 nights perfect. Good view for river and ocean! Near town
24908,597865,4,milo1980,04/08/2019,Very good site With shade between trees if necessary. I spent two nights and every night we were just another motorhome and us. Very calm
24908,563244,3,Aquadrathalbe,19/07/2019,"Beautiful place but only in the low season or better in winter, if you have a mobile. A van or bulli is great, but if you're bigger than a car parking lot, you should not drive in the street."
24908,558707,4,Magtou,17/07/2019,Perfect for picnic there are swings and games for children. You can shower ... you can sleep but not wild enough for my taste
24908,493544,4,Dieguinvan,26/05/2019,"May and semi empty parking, an AC and me. The site is quiet, has a bar nearby, the center of navia at 1 km, showers in the parking lot, picnic tables, routes to do near and next to the beach."
24908,488636,5,Beaglecamp,20/05/2019,Flat place nice beach and walking around the lake. Cafe nearby.
24908,463276,4,mvina,22/04/2019,"Just fantasize that the wc are open all year, then it would be perfect."
24908,458213,3,Andoni.G,18/04/2019,Very cool site to come with children and pets. But the long motorhomes do not enter.
24908,330859,4,d.l.t,13/08/2018,"Perfect place to arrive late in the afternoon to park without problems and enjoy the beach, either in the afternoon or the next morning. The days of a lot of sun seems to fill up a lot. It has showers on the beach and toilets, which are closed at night, and picnic"
24908,327472,1,danymh,11/08/2018,"Super narrow, for the day full of cars, once inside, very difficult to turn around, if you see cars on the sides before entering, better not to get into"
24908,244943,3,autostar47,02/05/2018,"Super parking ideal for the day and the night, splendid in good weather, quiet corner, to advise"
24908,214017,3,clarita,08/12/2017,The site with swings is fine. but they were working with machinery in the access to the beach. we do not stay to sleep.
24908,201913,4,ferrolanos,11/10/2017,Perfect site for overnight. It is about 2 km from the town of Navia to where you can take a walk on a small bridge. There is a beach bar.
24932,2867840,4,Lorrainenono,18/06/2023,"Pleasant campsite near Rupit, friendly welcome, impeccable toilets but a bit expensive... 40 euros per night for a 2-person van"
24932,2714409,5,anigwei,01/05/2023,Great small camping with more than enough and clean facilities. Very warm showers.
24932,2591055,3,enricblanco,25/02/2023,"area without TV signal. and parking is €7 per day. eye. if you stay one night, they charge you €14"
24932,2286369,3,ideatika,22/08/2022,Camping near Rupit. You can go to the town taking a walk.
24932,2184681,5,marthin,06/08/2022,"Very nice campsite, clean and uncrowded even in August, at the foot of lots of hikes. Rupit is worth visiting."
24932,1554586,4,lluisrp78,06/09/2021,"Camping very close to the town of Rupit where you can access it through a path that leaves from the same campsite and about 5-10 min walk. Simple camping, without great luxuries, but correct, clean and with the necessary services. We stayed one night with AC on a plot surrounded by trees and the children had a great time, especially in the pool. The swings should be renewed due to their age."
24932,1454543,3,chlomkell,14/08/2021,"Very pricey, €47.50 for myself only and my dog, plus van. Its the most expensive campsite I've ever been to. However, it's super peaceful and beautiful. Up in the mountains with fresh bread and nice clean facitilies. Nice for a treat!"
24932,1429297,5,alidenis,09/08/2021,"Very nice campsite; very calm. Pleasant swimming pool and very clean sanitary facilities. Small, very practical cafeteria where you can order bread. Very pleasant and attentive staff. 10 minutes from Rupit on foot; beautiful and authentic village!"
24932,1381271,3,Mbyford,30/07/2021,Bit pricy at 47 euro for the night. But super friendly and nice cold beers. We were also the only van parked up so it was nice and quiet.
24932,1364499,5,susanamoraal,25/07/2021,Quiet campsite and spacious pitches. Great pool and very friendly staff. Visit to the town of Rupit is within walking distance.
24932,1360351,5,xtemporal,24/07/2021,Very close to Rupit on foot. Highly recommended.
24932,996934,5,eloymx5,23/08/2020,Camping small and without luxuries (what we wanted) The plots are large. Clean pool and toilets.
24932,987774,4,xdomingo,21/08/2020,Peaceful camping. Ideal for rest. Near the village. It is accessed by a fun path of stairs. Rupit is very pretty.
