placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
94772,2514241,4,Georgeblonde,06/12/2022,"Very quiet place at least at this time. I do not put 5 because there is no water to fill the tank or any other ""comfort"". site to recommend. Nature and silence at night."
94772,2433579,5,danpez,09/10/2022,Magnificent site next to the river. Quite a few flat sites and access road in perfect condition. Amazing place away from noise
94772,2247082,4,AgustinAlapont,16/08/2022,"The site is very quiet, with the river a few meters away, with little depth, I recommend wearing booties, it is quite level and shaded by trees. in the middle of August it cools down at night, better to go prepared. the town is about 15min. on foot, the Civil Guard barracks about 8 minutes."
94772,1640960,4,Balucita,12/10/2021,Good place to eat and sleep. Shadow and river. Something dirty.
94772,1493309,5,t4paulasss,21/08/2021,"Good place, people a bit rude, but that's being lucky ..."
94772,1459868,5,AndresMarMan,15/08/2021,"Very quiet and cool place to sleep, with the river a few steps away, perfect for spending the night. it's like for about 5 campers. MY DIES!"
94772,1361332,5,SilviaViajera,25/07/2021,"Large esplanade with lots of shade next to the river to get your feet wet. When we were alone it was very quiet but many motorhomes and camper vans arrive, if you want to make friends it is the best, but somewhere else."
94772,1314754,5,coves82,11/07/2021,"I was there on 7/10/21, the Civil Guard approached us and told us that they could not stay overnight, they were not fined… .. the site is a very nice and quiet pass"
94772,1224837,5,nachohita,29/05/2021,Excellent place to spend the night very quiet and next to the river. you have very close the multi adventure
94772,1043586,5,vicalu,12/09/2020,Very quiet to sleep with the murmur of the river. No noise from cars. Level. Unfrequented. Shades.
94772,1007249,4,Oscarayala,27/08/2020,"Quiet place by the river, quite a few flies and mosquitoes for being so close to it. During the day there is a little traffic of people and bathers, at night we sleep completely alone. Very cool night to be in the middle of August. Just 5 minutes from Villalba, where there is a super full supermarket and the tablazo restaurant, highly recommended."
94772,976291,5,RikiEvalia,18/08/2020,"Good place to sleep next to the river. I recommend if you go with dogs, they can bathe without a problem."
94772,938990,5,cheteac,08/08/2020,"Ideal place with shadows between trees and the Júcar river next to it. Very quiet, we spent two nights. The town is an 8 minute walk away. I recommend going to El Tablazo restaurant, a very nice place with a bathing area. Possibility of mountain bike and hiking routes, also to do the ravine and the via ferrata of Ventano del Diablo."
94772,431471,5,Davillu,20/02/2019,Very quiet place and very beautiful. Be careful with the branches of the trees when entering. I entered a motorhome and perfect but you have to be careful.
94789,1518504,2,LaVitola,27/08/2021,Too lonely and secluded unsafe
94789,1515374,4,SilviaCarrillo,26/08/2021,"Perfect place to stop for a bite to eat. Little shade, but with a fixed awning. Some cars pass but they don't tell you anything."
94789,1343731,1,Wally2020,20/07/2021,10% incline to get there bumpy place next to road we don't stay here
94789,1099575,3,slopestyle,20/10/2020,"Sloping parking, quiet, without services, several places, even for large vehicles."
94796,3068687,2,thacole,03/08/2023,nice for hiking and visiting the waterfall but not for spending the night. it's right next to the road and sloped.
94796,2644177,5,AusteKairyte,06/04/2023,"Very calm, near the beautiful waterfall. From there you can hike to beginning of waterfall. Highly recommend."
94796,2303960,5,andersonpt,26/08/2022,"great place to spend the day, have a barbecue, picnic, cool off on the small beach, relax."
94796,2282788,5,Amly83,22/08/2022,We parked a little further for the night (area with abandoned rubble ☹️) A quiet night on a Sunday evening after a fairly noisy day with lots of family and music. But with these heats we were very happy to be cool and by the river. Short walk to do with waterfall.
94796,1810245,5,JoseLopes,08/04/2022,"Very peaceful park for a family picnic. Very calm water for children to play. Lots of tables, grills and toilets."
94796,1408732,4,Domingo72,05/08/2021,Cleaned up. very nice.
94796,946681,1,tribunormand,10/08/2020,Dirty and uninteresting place
94796,854793,5,Cessyle,08/07/2020,"Super nice corner but a little sloping except to park at the bottom. Picnic tables, barbecue, small beach in the shade. The road from the east (upper Douro) is closed due to a collapse. You have to access from the west (dam side)"
94796,625127,4,phareouest,13/08/2019,Indeed it is not very flat. Many tables and shade. Small beach for dipping (it is very cool but the kids did not resist)
94796,366881,4,sosso55,07/09/2018,Slightly sloping but very nice place. We stayed the night
94829,2200911,5,luismartinpenagos,09/08/2022,Good place to cool off in summer. The natural pools are very beautiful. Quite busy. It is advisable to bring beach chairs and water shoes. You can park near the pool instead of the upstairs car park which is further away.
94829,1646391,3,MarleneFuchs,15/10/2021,"Must be a great spot in the summer, the natural pools look great. However, everything was closed in October, including the toilets."
94829,1439393,4,yayo13,11/08/2021,"Very wide area, flat and above all quiet. Next to the natural pools."
94835,736535,5,LurtaAlaia,02/11/2019,We slept here the night of November 1 to visit the city the next morning. The parking is freshly paved and in perfect condition.
94835,615946,2,Piolin,10/08/2019,"In the nearby pools in August 2019, not a drop of water. I suppose that in the rainy season there will be water, but in the summer and when you most want a cool bath .... IMPOSSIBLE. Too bad. The orchards need water and divert the river for its use (normal), but people can not cool off in summer. But there is a fountain (with water) and shaded tables."
94835,332183,4,lomario,13/08/2018,"There is a contact phone to arrange a guided tour of the site, on Mondays closed."
94852,1688094,5,antsinboots,13/11/2021,"Normally cars stop at the road to the entrance to the Turia gorges, but in the weekend it gets crowded so people stop all over the place, left and right of the road, between the olives. Locals don't seem to mind. Nevertheless we stopped on the side of a side road. Spent three great days here."
94852,1268478,5,KarenyPablo,21/06/2021,We had a nice night there. Very good site. From 21 to 7 or 8 in the morning no cars pass and during the day there are not many who pass. Chulilla is about a 20 minute walk away. From the site there is a small path that leads directly to the cliff. The only thing we didn't like is that around the trail there were papers and trash from other campers.
94885,2696658,4,fanch.gourvil,25/04/2023,"I hesitated between 3 and 4 stars. We are not very far from the highway, even if it is almost not visible, we can hear it even when. It was raining and we were able to shelter under the porch of the church for dinner, which was very comfortable for our young children! Indeed, we were protected from the strong wind from the coast. In short, not completely ideal but does the job very well!"
94885,2221279,1,Sonaea,12/08/2022,(July 2022) drove on because we wanted to have a picnic there but the grass has grown far beyond the picnic benches. It was no longer possible to sit down on a bench there
94885,2215012,4,neoderiba,11/08/2022,Quiet place on a very little busy road. Level ground and trash nearby. There are no more services! watch out for mosquitoes
94885,1780031,4,Natas,11/03/2022,"Pretty quiet place next to the church, opposite is the cemetery. There is a fast flowing river next to it, you can hear this well at night. The neighbor's dog came every day to cuddle. From here it is a half hour walk to the coast."
94885,1147402,3,Kaour,06/03/2021,Quiet place. I stopped there to eat only. The beach of the cathedrals is not to be missed.
94885,994905,4,amsguerrero,23/08/2020,"Quiet place, ideal to eat or rest, the area of the cathedrals beach is shameful, crowds of people without respect, the AC parking taken by cars, however it is forbidden to park AC in the car parks"
94892,1361624,1,Na41,25/07/2021,"The place is not bad, the uncivilized kids in the town are bad, a group threw a stone at the van in the middle of the morning, making a dent, with the consequent complaint to the GCivil"
94892,1191629,5,bozamadriz,10/05/2021,"We spent one night there, it is a very beautiful town, the people are very friendly and very quiet to spend the night. No noise and the people there are more than used to vans and motorhomes that spend the night in their car parks."
94892,959152,3,snowflake4,13/08/2020,Due to COVID the natural pool is closed.
94892,666649,5,Rmo86,29/08/2019,Very quiet and beautiful place to spend the day
94892,573116,4,Smuelas3,24/07/2019,The parking is quite flat. It doesn't have much shade. The bar has not yet opened the kitchen with what being forbidden to put drinks and meals from outside you have to eat in the AC. Otherwise a very quiet place to spend the day.
94892,545782,4,raultg,09/07/2019,"The site is phenomenal, next to the natural pools (free admission), above is the other parking of the jet, there they charge you € 5 for the whole day, it is also great with bathrooms and barbecues. I put 4 stars because it would be great that they will enable us a place."
94892,537790,4,etxea,03/07/2019,"We have spent one night, but it is worth spending more. Next to the natural pools and their beach bar. Near El Chorro, very nice area"
94904,3069053,1,EduAlonzo,03/08/2023,"Avoid, height limits in all entrances! They don’t want us, let’s spend our money somewhere else."
94904,1811643,2,jannahollema,09/04/2022,don't go on weekends; absolutely no place to be found
94904,1455085,4,Zulaya,14/08/2021,"Not recommended for spending the night but to leave the van or the AC without getting into the center, since in August there is an impossible traffic. The parking lot is very large and there is always room. There is height limitation at 2.80m but if you park outside there is no clearance control. With bus 33 you get to the perfect center. The bus ticket is € 1.85 per person."
94904,358730,2,gon943,29/08/2018,"I confirm the place, behind the Eroski hypermarket, nearby bike lane and urban bus it takes walking to the center about 30 minutes. They do not usually spend the night AC."
94909,2479646,1,BarbeetRousse,02/11/2022,not at all suitable for a 6m motorhome or van. only one place and not at all flat.
94909,2251219,2,SteDanRhin,16/08/2022,"We slept here out of necessity, not a frequented place. If you are passing through, you can go."
94909,971061,2,fuzek,16/08/2020,"There is almost no room, it is next to the track. To stay a while is fine, but to spend the night better the recreational area on the other side."
94909,953867,2,Yokoloko,12/08/2020,"The place is quite seedy but it is good to spend a night passing by. From time to time an airplane is heard but it does not bother at all, a very quiet place"
