placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
102707,3154064,4,EnekoZabalza,15/08/2023,"It is a roundabout as the end of the road in an area that seems to be urbanized in the future. We slept perfectly one night, without noise and with a great view of the sea. It does not have any services and is quite horizontal. From there Cala en Brut and Pon Gil are relatively close (by bike in 10 minutes)."
102707,1530310,1,Brucete,30/08/2021,"It only serves to see views, it is like a roundabout, it serves for the night, I would say something dangerous. In the vicinity better"
102707,1415386,5,sergisampons,06/08/2021,Lovely views along the street. Perfect to watch the sunset but you have to go early because a lot of people go. Quiet place with a sea breeze that is great to cool off the night.
102707,550264,5,xssanti,12/07/2019,Very quiet place with beautiful views!
102740,3256773,5,puercopato,04/09/2023,"Uncovered and in line on the road. For campers, vans and cars."
102740,2679242,5,jmleston,18/04/2023,we parked during the morning and afternoon and there was plenty of space. but we didn't sleep there
102740,2626177,3,Hannedr,27/03/2023,"Easy to reach, but it is a very narrow parking strip that takes you over the road for a while. We quickly drove on again."
102740,2606537,3,chantaldante,12/03/2023,Convenient to visit this beautiful village. Lots of people and buses. I recommend this tour. We returned to Nerja.
102740,2605856,5,pamadama,11/03/2023,"Great place to visit Frigiliana, free in March. You have to arrive early (9.00) to catch a place. Really great playground for kids just 250m away at the roundabout. Fantastic spanish Tapas in restaurant Nueva Tahona (same 250m), excelent quality both 4 years ago and today."
102740,2592772,5,bactrian50,27/02/2023,Excellent parking to visit the beautiful village. We arrived 9.00 am on a Monday and there was loads of spaces but a couple of hours later it was full.
102740,2557247,5,camper_stan,21/01/2023,Arrived here at 10am on a Saturday and parked without issue although every space was full when I return later in the day. Spent the night in Nerja.
102740,2478843,4,wolfkorn,02/11/2022,The parking lot is ideal for larger motorhomes as it is reserved for 6 large vehicles. But you have to be very lucky to get a free place.
102740,1821404,3,JJALM,14/04/2022,"Perfect to visit the town, but very inclined. Very nice town."
102740,1781770,5,TinaLintz,13/03/2022,"Free, perfect for visiting the pretty town of Frigiliana! Along the road."
102740,1741893,4,fred.voyage,26/01/2022,"Good parking space along the road, just look out when you drive there, turn the roundabout and then drive into the right place. Short distance to town."
102740,1741082,5,luciekx,25/01/2022,Perfect to visit the city
102740,1726021,4,qingqing,04/01/2022,"Roadside parking. Always busy.  We came at one Sunday and we couldn’t get a park place, so we left. We came back the next morning, luckily there was place that big enough for our long Campervan. Suggest that if you want to visit the beautiful town please come in the morning time for secure a parking place."
102740,1712586,5,RocioMG,19/12/2021,"perfect parking to visit the town, we travel by van and it stays right on the parking line, for motorhomes there is a parking lot for heavy vehicles higher up where we have seen some parked"
102740,1706358,4,MariClaire,08/12/2021,"Parking on both sides of the road. It is recommended to visit Frigiliana, which is worth it."
102740,1704762,3,zurix,06/12/2021,Parking 10 minutes walk from the center of Frigiliana. A town that is definitely worth seeing.
102740,1669199,5,smeetjeee,30/10/2021,Great place to park for the day to visit the city. If you come around 10am there is enough parking space. Around 12 it will get busier. Big enough parking spaces for our 6m van.
102740,1636026,2,tisky,10/10/2021,"Cars go too fast on the road, we were unlucky when one hit us in the rear view mirror."
102740,1607193,5,ralena,25/09/2021,Parking lot directly on the access road to the village. Exactly suitable for a van. We also got a place on a weekend.
102740,1602810,4,mieric,23/09/2021,"Ideal and only parking to visit the village, and it is really worth it ... Do not arrive too late ..."
102740,1540052,4,Guakamole,02/09/2021,You have to go first thing in the morning because if you don't you can't find parking. We were only during the day. Very long parking.
102740,1461559,3,Raul,15/08/2021,For such a beautiful town it is the only option there is to park motorhomes
102740,1393407,3,jorgerif,02/08/2021,"Parking on this entrance slope, which is almost the only option that exists to park and visit the town with the car. It is close to the town to walk up perfect"
102740,1370598,5,Evacorval,27/07/2021,"Lovely town, parking right at the entrance, perfect for visiting"
102740,1362590,4,rivera89,25/07/2021,"Quiet, the town is worth visiting"
102740,1201364,1,Shecka,16/05/2021,We managed to stay one night but the next morning we were told that Frigiliana is forbidden for campers / motorhome owners etc. ..... :) ok wow.
102740,1174300,1,lacamp20,16/04/2021,"We were dislodged at 8:00 p.m. by the police who told us that the whole town was forbidden to spend the night. No problem, we will visit the village the next day, but we will take care not to spend € 1 there."
102740,1159800,1,Mingor,28/03/2021,"The local police told me that I was camping with my shoes, I told them that if they don't like us, don't worry, and I left."
102740,1134244,5,markadmson,31/01/2021,You don't need to park right on this spot. there is parking all the way down this road and flatter further down. Great place to spend at least one day and night lovley pretty town. bar that does beer and tapas for €1 and some lovely restaurants. well worth a visit.
102740,1090781,2,airebears,12/10/2020,"Roadside, unlevel but free parking, 5 minutes walk to centre - this has become a very popular spot during 2020 (I live in the village) At the roundabout at the entrance to the village (with ""Frigiliana"" letters on) take the third turning (NOT 2nd - it's very tight in large vehicles) and go to next roundabout and come back on yourself. Wouldn't be surprised if this is gone by 2021."
102740,1072476,4,jesushinojo,27/09/2020,"Something annoying the noise of the cars, the GC passed and did not tell us anything, we spent the night without problems"
102740,1022688,4,pepk,03/09/2020,"A little inclined but perfect to visit the town, quite a few cars pass at night"
102740,1019704,3,Jasalop,01/09/2020,I give it 3 stars because Frigiliana is one of the most beautiful towns in Malaga. It is a must see. And because we are well received. There is no police chase for parking. The parking lot is quite steep. Perhaps almost all the way down it is flatter. You have to stick it to the maximum so that it does not stand out. And the passage of cars is continuous from 7.00am to 1.00am.
102740,980965,4,adribarbeito,19/08/2020,"We parked during the day, without problems. It really is the only viable site for a CA"
102740,785470,3,Priscila2020,23/02/2020,Area near the historic center 10 minutes walk ... many parking lots ... We have not slept but to spend the day and visit the great town
102740,770337,3,alhucemar,19/01/2020,"It is good to visit the town that is very beautiful, although they are narrow and the motorhome or large van stands out, there is traffic and some slope. I have not slept."
102740,755338,5,eburton,20/12/2019,"We preferred this spot to the other one, seemed more out of the way and in the evening there was less traffic. Beautiful views and frigiliana is a must to visit! There are some level places, but they were fine for our little camper. Toilets are open until 10ish which is opposite the indoor parking. This spot is next to an avocado grove...so we had a little treat! We stayed 2 nights in December with no problems. There is a market in town on Thursday. Make sure you wander around the old town, and visit the nearby Rio chillar."
