placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
78207,1096709,4,tanmatt,17/10/2020,Empty toilet facilities behind laundry machines.
78207,477545,1,Patmano,06/05/2019,"Beware there are two Intermarché take the direction of N2 FARO ,, but on our way the toilet drain was clogged, apparently this is not the first time"
78207,404932,4,blaiseetvero,05/11/2018,"Intermarché Contact, closed from 13h to 15h. Washing machine: 4 € for 8kg, 8 € for 18kg. Tumble dryer: € 2 for 18kg. ""Blue"" gas bottle available"
78268,2239027,4,123lil,14/08/2022,"Good place to spend the night. You can park next to the river or closer to the road. Even if you have the road next to it at night it is very quiet and the area is wide since the caravans can fit in battery. Good access to climbing areas. No services, no litter bins."
78268,344878,1,jphfage,20/08/2018,"Forced to park on the side of the road, no direct access to the river, damage"
78318,2907074,5,MRG10,30/06/2023,Perfect parking for one night! In the town there is a bakery and a bar. Very nice local people! You can hear the bells but they don't bother you too much.
78318,611499,4,30051962,09/08/2019,Very nice lots of places to park with big Cc. Very easy to access. Village very nice to visit including a municipal pool. I know where to stop for next time
78318,257370,2,Martori,22/05/2018,Only the hours in the field are heard but they do not bother.
78329,2633282,5,Viajandoconduna,01/04/2023,"Quiet, safe and level site. It is next to the entrance of the urbanization, so there is a 24-hour security checkpoint. When we arrived they came to have a look. We slept next to a motorhome on the asphalt area and a few meters behind another two motorhomes on the dirt area."
78329,1968273,1,FabriceFreeman,11/06/2022,There is no more 48 degree water in June!! Here is hell not to come!
78329,755524,4,mogulig,21/12/2019,"Straight ahead on the street, past the parking lots to the barrier: there asked the security guard: no problem, we are allowed to stand in the parking lot. Found a reasonably sheltered place there and slept well. It is quiet, very few cars drive along here. We also felt very safe. Thanks a lot!"
78329,405538,4,rogerlepoidevin,07/11/2018,"Had a very quiet night in early Oct. Checked with the security guard at the entrance to the island resort if it was OK to stay there, to which he said yes, fine. I would recommend always checking with him before staying. Superb views over the very low lake and towards the mountains."
78374,660131,3,Emaborsa,26/08/2019,"We stayed for the night, there is a part in the shadow and the night with less illumination. We put also a tend. The night a lot of cars and some airplains, but in the van it was ok."
78374,636577,3,denisroc,17/08/2019,"Pleasant parking but the road next door is very busy, we slept without any problem for people who have the light sleep it is worth going elsewhere .attention the car park is full of.voitures the day, but we still manage to extricate ourselves Convenient to visit Lisbon there is a bus stop (711)."
78408,3292061,5,Mcrb,13/09/2023,"Super clean, and a safe option to visit Lisbon from there, by train 35 minutes. We will repeat!!"
78408,3285582,3,titine6,11/09/2023,"I won't stay there for a week, expensive for the site. electricity, shower, draining. ccar Parke on concrete without trees."
78408,3263058,4,AnaOrtega,05/09/2023,A good campsite. In September €15.50 for an AC. To get to Lisbon 18 minutes (or bus) walk to the train and then 40 minutes to the Villa Poland station. Very comfortable and you leave the AC safely. Good bathrooms and services. Super nice staff
78408,3255886,4,Rheinfelder,04/09/2023,"Feel free to settle in this place. You feel safe and the staff is very friendly. There is hot water in the showers and the supply and disposal is also good. The place is probably currently under renovation. There are small drawbacks in the toilets/showers in general, they are a bit old. We would come again."
78408,3229475,4,susisanne64,28/08/2023,"Very good price, very quiet, a star deduction because the toilets and showers were not up to date. Otherwise everything ok"
78408,3207997,5,Brebionvincent,23/08/2023,"we really liked this campsite, it is perfect for visiting Lisbon, the toilets are very clean, the staff is very helpful and speaks French, we slept very well, the campsite is very safe, we strongly recommend it even with children. ..."
78408,3205689,5,Pierluigi71,23/08/2023,"Excellent solution to visit Lisbon. With 20 minutes by train you are in the city and leave the camper safely. The toilets and showers are clean, there are two lanes for loading and unloading and the receptionists are helpful and polite. You sleep well at night and there is also surveillance at the entrance."
78408,3122433,1,CabirolJulien,11/08/2023,"an experience not to be repeated... every night we had to move the trailer, the motorbike and finally the camping car at 27€, it was never going to work (knowing that no one had told us how to wear it). It's not a campsite that's worth it's 27€ being on an area in full sun I understand why there was no one there...."
78408,3083670,3,Cocoboheme74,05/08/2023,"The toilets and services are of high quality, the town is close but with a nice hill to climb. the price is a little high, motorhomes are parked on a disused tennis court while beautiful free shaded pitches are dedicated to caravans."
78408,3041980,2,Vanneszilla,29/07/2023,"to be taken for a motorhome area and not a campsite! in a van with 1 small tent, the van ends up on a pseudo parking lot in full sun and the tent at the other end on dirt and on a slope..."
78408,3013518,5,Poutchouc,24/07/2023,"Very good welcome, very professional. Very well kept. Very clean toilets. Toilet paper. Secure at night. Nice view of the Tagus. Pitches for large Motorhomes. Tennis and Paddle included. Possible access to the adjoining swimming pool (but paying). We spent a very good night there. 10 mins walk from Vila Franca. Can be used as a base to visit Lisbon by taking the train (1/2h). I recommend"
78408,2854388,4,gbrlam,14/06/2023,Very good campsite and very friendly agents
78408,2729350,4,lnbagal,06/05/2023,"safe and very secure campsite, maintained, clean sanitary facilities. But we are placed on an old disused site (holes, stones) and in full sun with all the CCs side by side while there are beautiful shaded places and the campsite is empty... too bad! luckily the price is reasonable. a van 2 people 12€"
78408,2727611,1,mcms1,06/05/2023,I will tell you to run away!!! We are parked in a parking lot!!!! Pitches in the shade are for caravans and Ccars in a car park in full sun!!!! While the campsite is empty!!!!!!! The photo of the Ccar in the shade is not current Now it's caravan pitches.
78408,2700390,5,AgnePet,27/04/2023,"for us this place was really good and we stayed here for one week.shady, a lot of place to play with the dog, drinking water, so you dont need to buy at supermarket, yes, facilities are not super new, but its clean and I think its the most important..Its guarded 24/7. Also they give you all information what to visit around, you get schedules of trains and buses."
78408,2691024,5,Taniablunlm,23/04/2023,"very nice place, quiet, all the facilities for motorhome and caravans, near the super and the city.  the staff is very helpful and nice people's. we whose in this place five nights."
78408,2613274,2,Laurencelefeuvre,17/03/2023,"very nice welcome but very long to register the prices do not correspond to what is sent by email!!! you can't choose your pitch even with 2 CCs in the park, we had to leave the trailer in one place and the car in another!! clean but aging sanitary facilities we will move on next time"
78408,2557169,5,DanielleBee,21/01/2023,Looked nice but closed until Feb 5th or shortly after. Friendly staff
78408,2418637,1,sonjaHerrmann,02/10/2022,"Too expensive for the bad condition of the sanitary facilities. Reception extremely slow at check-in and therefore long waiting time. You stand crooked and across a meadow with many other campers extremely close together! You are assigned a seat and you MUST accept the seat, no matter how crooked you are. I would rather stand in a parking lot than there one night!"
78408,2381405,1,LetsVanIt,18/09/2022,"15€ van +2 adults, but it is not a camping, you park on an old tennis area and there are old (i think abandoned) motorhomes and caravans parked around. Hot water in shower but moldy curtains."
78408,2357115,4,Rolwe,10/09/2022,Good morning! The place is clearly getting old. The price is now 17.30 euros for a van for 2 people and 1 dog. But for 1-2 nights it is fine. The welcome very warm. Hot water is obligatory. You can also enjoy the sunset and sunrise here in a very quiet location
