placeId,reviewId,reviewRate,reviewUser,reviewDate,reviewContent
26367,3245656,5,M.G.S,01/09/2023,"Quiet place to spend the night. Without services and room for about 8 motorhomes. Beautiful views and 5 minutes from town, with a small beach. In the town itself there is not much to see, but it is a good place to stop en route. Thanks to Cedeira for the place."
26367,3192080,4,Israman,21/08/2023,"Good place, quiet and well located to visit the town taking a 5-minute walk. We slept the night of 8/17 with 5 other ACs very calmly. It has no services."
26367,3065431,4,park4nightYHN,02/08/2023,"Ample comfortable and quiet parking to spend the night. Close to the town with everything you need and attached to the Kilowatio restaurant, with the specialty of delicious maraxo and good treatment. To repeat"
26367,3057827,4,Saoret,01/08/2023,"Very good views but it does not have any type of service. Somewhat noisy at night since the road is close, but nothing that would not let you rest. A perfect place to park and enjoy the town of Cedeira."
26367,3008506,4,aldiazca,23/07/2023,Great to park and go to see the town or eat. We have not stayed overnight. Ac 7m
26367,2932524,5,ManonEnSoofie,07/07/2023,Parking super close to the city with a beautiful view. At night it’s very quite. Big flat parking with lots of space. Close to a beautiful look out in the middle of nature and ancient castle (walk to the very end of the harbor and take a stair (on your right hand) up surrounded by white fences. Continue up past the parking and take a left. You will be amazed!) Weekly market is on Saturdays.
26367,2918250,3,AkiraEnea,03/07/2023,"Quiet place, overlooking the estuary, located between the town and the port. Thanks to the City Council of Cedeira."
26367,2767695,3,patsyl,20/05/2023,"Free parking without services, perfect for a walk and a lunch stopover but we will not stay to sleep because the street is cobblestone and therefore very noisy with each passing vehicle"
26367,2700773,3,SimonF15,27/04/2023,"There is nothing wrong with this site as such! It’s flat, lots of room. The elephant in the corner is the road. It’s cobbled so any vehicle passing makes a huge noise. We parked and ate supper then decided to move on when the local youth did the drive by tooting thing (sounding their horn repeatedly!) We moved ten miles further and slept the night with a beautiful (quiet) view."
26367,2653141,4,noelia9889,09/04/2023,"Battery parking area. Paved and leveled. Next to the estuary, with good views. It is a quiet area. The entrance/exit is a bit narrow but it is easily accessed. Walking distance to the center."
26367,2637997,5,Avro,03/04/2023,"It's not that noisy, I slept perfectly!"
26367,2407616,5,gapa61,27/09/2022,"Deserved 5 stars. What's the point? It's a free place with great views in a city. If you complained about noise here, you couldn't help it. Camping would be better then. We enjoyed our stay here and thank you for the opportunity to stay officially and for free."
26367,2331231,4,Didacanis,02/09/2022,"We didn't find it to be as bad a place as some say. Good views, close to the town and the beach. It is true that it is right next to the road, but it dies at the end of the port, the traffic at night is not so exaggerated. It is a free parking lot where we are allowed to sleep, there is no need to be so demanding."
